;ensembl_gene_id_version;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;AD3_5.1;AD3_5.2;AD3_5.3;840_5.1;840_5.2;840_5.3;AD2_5.1;AD2_5.2;AD2_5.3;external_gene_name;gene_biotype
15;ENSG00000002746.15;79.76535292;1.072642963;0.201276609;30.04132693;3.00E-07;1.76E-06;46.55754656;41.71705628;42.62490173;159.0441421;74.02811246;120.6920005;74.1163734;78.83735568;80.27068758;HECW1;protein_coding
16;ENSG00000002834.18;1866.519615;0.832000702;0.077154489;162.4233521;5.37E-36;2.41E-34;1408.365783;1588.457143;1448.442415;2929.928769;2595.190079;2455.549745;1455.857335;1444.578606;1472.306662;LASP1;protein_coding
17;ENSG00000002919.14;418.8316338;-0.298893792;0.103475083;22.89702659;1.07E-05;5.00E-05;434.1491217;431.0762483;398.1004973;374.0334598;302.8422783;350.5392661;524.1086405;481.1397442;473.4954482;SNX11;protein_coding
18;ENSG00000002933.9;34.02303142;1.052384992;0.233356897;24.33463288;5.20E-06;2.56E-05;26.77058927;23.53269842;22.51881601;59.94125958;43.74388464;67.44552967;13.23506668;26.66557619;22.35386236;TMEM176A;protein_coding
19;ENSG00000003056.8;983.1104191;-0.283830488;0.113842699;13.54380329;0.001145514;0.003751842;1040.561166;986.2339973;982.7854701;1044.57635;754.58201;670.905532;1121.010148;1140.822912;1106.516187;M6PR;protein_coding
20;ENSG00000003096.14;247.1976669;-0.007693745;0.128395296;73.64012849;1.02E-16;1.54E-15;192.0498796;192.5402598;159.2401989;218.1861849;164.0395674;191.6872949;366.611347;367.5212022;372.9030676;KLHL13;protein_coding
21;ENSG00000003137.8;37.86043873;-0.892370925;0.238474147;25.58242091;2.79E-06;1.43E-05;68.67238117;47.06539683;75.59888232;20.77963666;18.50702812;34.61020602;27.79364003;24.34683043;23.36994702;CYP26B1;protein_coding
22;ENSG00000003147.19;51.1261184;0.835181815;0.211695267;28.23867025;7.38E-07;4.09E-06;27.93452793;53.48340549;53.08006631;83.11854662;70.66319826;87.85667681;22.49961335;28.98432194;32.51470889;ICA1;protein_coding
23;ENSG00000003249.13;200.1364271;1.350231166;0.142371063;127.1048628;2.51E-28;7.96E-27;151.3120263;125.1511688;121.4407578;393.2146629;286.8589358;374.5001779;132.3506668;106.6623047;109.7371425;DBNDD1;protein_coding
24;ENSG00000003393.15;1278.306044;0.040152444;0.073226891;13.27958319;0.0013073;0.004234228;1225.627413;1188.40127;1150.872347;1303.522592;1198.750685;1179.409328;1387.034988;1370.378741;1500.757032;ALS2;protein_coding
25;ENSG00000003402.20;532.0596436;0.403432459;0.08808638;21.00471497;2.75E-05;0.000120814;456.2639563;457.817951;453.5932939;648.1648203;569.5117288;613.2218553;521.4616272;530.992778;537.5087814;CFLAR;protein_coding
26;ENSG00000003436.16;48.82063388;0.712212263;0.232237049;12.46839698;0.001961201;0.006119173;34.91815992;58.83174604;29.75700687;61.53969317;68.98074116;83.41947091;31.76416003;49.85303374;20.32169306;TFPI;protein_coding
27;ENSG00000003509.16;426.4216812;0.210364117;0.095490297;12.11500437;0.002340239;0.007181433;430.6573057;423.5885715;401.317471;488.3214614;458.4695601;502.2917078;354.699787;370.9993208;407.4499458;NDUFAF7;protein_coding
28;ENSG00000003987.14;162.0763313;0.565244655;0.161781686;20.34974922;3.81E-05;0.000163728;110.5741731;111.2454834;110.1813498;215.7885345;127.0255112;208.5486773;185.2909335;179.702796;210.3295231;MTMR7;protein_coding
29;ENSG00000004059.11;1620.942786;0.282932039;0.078904628;14.81887225;0.000605512;0.00209672;1617.874743;1497.535354;1372.843533;1749.485563;1820.418584;1907.998537;1417.475641;1637.034503;1567.818619;ARF5;protein_coding
30;ENSG00000004139.14;295.1215944;-1.06960505;0.12254185;82.5238962;1.20E-18;2.08E-17;350.3455378;370.105166;394.0792802;204.5994994;152.2623677;154.4147653;332.2001736;337.3775074;360.7100518;SARM1;protein_coding
31;ENSG00000004478.8;1952.33035;-0.732635696;0.079576258;138.472513;8.53E-31;3.04E-29;2188.204688;1998.140029;2196.388804;1437.791013;1173.513828;1213.132093;2440.546296;2501.92667;2421.329728;FKBP4;protein_coding
32;ENSG00000004487.16;7630.752682;-0.384188571;0.06291665;39.00473987;3.39E-09;2.52E-08;8340.784466;8462.144417;8674.569624;6682.251619;6671.783636;6085.184171;8209.711861;7367.814637;8182.52971;KDM1A;protein_coding
33;ENSG00000004534.15;2792.810306;0.287892532;0.079538486;37.48019665;7.27E-09;5.17E-08;2618.861994;2793.973103;2749.708284;2921.936601;3504.558142;3526.691249;2317.460176;2192.374112;2509.729093;RBM6;protein_coding
34;ENSG00000004660.15;89.68118797;0.316370539;0.166049637;16.24059959;0.000297439;0.001093586;89.62327712;99.47913421;90.87950747;114.2880016;95.90005478;126.9040887;56.91078672;66.08425403;67.06158709;CAMKK1;protein_coding
35;ENSG00000004700.16;557.1112019;-0.447525197;0.121268243;33.74886692;4.69E-08;3.05E-07;614.5596146;543.3913998;525.1709591;509.1010981;401.2660187;324.8034718;671.0178806;724.6080485;700.0823258;RECQL;protein_coding
36;ENSG00000004779.10;1039.122989;0.15631494;0.084487307;12.44924614;0.00198007;0.006169494;1025.429963;1076.086118;1008.52126;1019.80063;1181.084885;1258.391593;954.2483076;884.6015056;943.9426425;NDUFAB1;protein_coding
37;ENSG00000004864.13;2533.903225;-0.44840693;0.069034676;103.070736;4.15E-23;9.65E-22;2603.730791;2550.088774;2604.944466;1974.065482;1929.778295;1784.644213;3290.237576;2874.085364;3193.554064;SLC25A13;protein_coding
38;ENSG00000004897.12;1771.356253;-0.177903904;0.067768609;36.18278661;1.39E-08;9.59E-08;1809.924622;1749.977028;1641.460838;1518.511909;1616.000046;1469.602594;2036.876762;2013.830688;2086.021792;CDC27;protein_coding
39;ENSG00000004975.12;1365.637961;-0.18102127;0.065036051;15.6411774;0.000401385;0.001439417;1400.218213;1359.548168;1425.119356;1248.376633;1245.859484;1197.158152;1477.033441;1487.475402;1449.9528;DVL2;protein_coding
40;ENSG00000005022.6;4700.281138;-0.441136244;0.062544525;70.97781729;3.87E-16;5.59E-15;5159.740097;5156.869957;4941.271627;3680.393339;4016.86633;3510.717308;5245.056925;5170.803034;5420.811623;SLC25A5;protein_coding
41;ENSG00000005059.16;135.178599;0.58630264;0.14677297;16.02851718;0.000330713;0.001205361;112.9020504;113.3848196;91.6837509;156.6464917;178.3404528;166.8389418;124.4096268;124.0528979;148.3483593;MCUB;protein_coding
42;ENSG00000005102.13;82.23839594;1.574517849;0.176790264;81.79674339;1.73E-18;2.95E-17;41.9017919;36.36871573;36.99519773;131.0715543;169.9281672;129.5664123;60.88130672;68.40299978;65.02941778;MEOX1;protein_coding
43;ENSG00000005108.16;596.893481;-1.590373164;0.138185795;135.6015003;3.59E-30;1.24E-28;807.7734328;777.6487158;812.2858632;325.2812353;169.9281672;246.708648;808.6625741;675.9143877;747.8383045;THSD7A;protein_coding
44;ENSG00000005156.12;1569.521461;-0.622056341;0.083064901;141.5669743;1.82E-31;6.69E-30;1616.710804;1542.461414;1586.772285;1120.501946;1081.819916;884.7788564;2152.021842;2023.105671;2117.520417;LIG3;protein_coding
45;ENSG00000005175.10;942.6735656;0.226183357;0.073198802;13.79874421;0.001008418;0.003334232;834.5440221;866.431169;816.3070804;979.83979;1013.680404;970.8606508;976.7479209;983.1482002;1042.502854;RPAP3;protein_coding
46;ENSG00000005189.19;164.9377538;-0.468906235;0.156991383;20.26449221;3.98E-05;0.000170326;178.0826156;132.6388456;184.9759887;105.4966169;142.1676251;112.7050298;223.6726269;175.0653045;229.6351316;REXO5;protein_coding
47;ENSG00000005194.15;1468.962062;-0.242958763;0.067553292;32.62373393;8.24E-08;5.21E-07;1494.497245;1506.092699;1474.178205;1314.711627;1261.001598;1205.145122;1606.737095;1628.918893;1729.376079;CIAPIN1;protein_coding
48;ENSG00000005206.17;947.9867272;0.13663659;0.09589821;29.44922641;4.03E-07;2.32E-06;947.4460725;993.721674;1067.23103;971.0484053;1055.741831;1247.742299;692.1939873;740.8392688;815.9159763;SPPL2B;protein_coding
49;ENSG00000005238.19;391.7700552;0.464611405;0.103701986;40.68197769;1.47E-09;1.14E-08;352.6734152;363.6871573;372.3647076;540.2705531;440.8037606;523.5902961;304.4065336;330.4212701;297.7128033;FAM214B;protein_coding
50;ENSG00000005302.19;722.5092533;-0.418581301;0.091269674;21.245954;2.44E-05;0.000107929;850.8391633;836.4804619;774.4864221;608.2039806;655.317041;555.5381786;766.3103607;668.9581504;786.4495213;MSL3;protein_coding
51;ENSG00000005339.14;2183.639578;-0.235359925;0.076685598;23.00728054;1.01E-05;4.75E-05;2214.975277;2177.844272;2258.315548;2080.361316;1805.27647;1766.007948;2647.013336;2380.192518;2322.769516;CREBBP;protein_coding
52;ENSG00000005436.14;548.8364739;-0.160011795;0.086506075;18.43366838;9.94E-05;0.000398683;524.9363374;536.9733911;546.0812882;457.9512232;482.8651881;505.8414725;619.4011206;620.2644895;645.2137546;GCFC2;protein_coding
53;ENSG00000005448.16;520.5750241;-0.317173884;0.090810333;22.9608726;1.03E-05;4.86E-05;556.3626814;516.649697;546.8855317;415.5927331;447.533589;435.7336193;608.8130672;544.9052525;612.6990457;WDR54;protein_coding
54;ENSG00000005471.17;81.41082417;-0.26492081;0.182542768;23.54676837;7.71E-06;3.70E-05;59.36087186;69.52842714;72.3819086;59.14204279;74.02811246;47.92182371;120.4391068;108.9810505;120.9140737;ABCB4;protein_coding
55;ENSG00000005486.17;722.7662877;0.401531075;0.086753677;32.79878063;7.55E-08;4.79E-07;607.5759826;687.7965946;684.411158;843.972935;829.451351;956.6615919;632.6361873;644.61132;617.7794689;RHBDD2;protein_coding
56;ENSG00000005513.10;432.6626609;0.215885613;0.105910691;30.86238634;1.99E-07;1.19E-06;424.8376123;420.3795672;503.4563865;464.3449576;538.3862725;548.4386492;326.906147;309.5525583;357.6617978;SOX8;protein_coding
57;ENSG00000005801.18;1579.660659;0.137993231;0.075198045;28.92734475;5.23E-07;2.96E-06;1626.022314;1631.243867;1618.942022;1601.630456;1868.368611;1873.388331;1267.919388;1391.247453;1338.183488;ZNF195;protein_coding
58;ENSG00000005810.18;1878.792726;-0.41159488;0.078663959;100.8237395;1.28E-22;2.85E-21;1818.072193;1759.604041;1906.86117;1488.940888;1305.586711;1347.135711;2513.339162;2195.85223;2573.742426;MYCBP2;protein_coding
59;ENSG00000005882.12;219.8953165;-0.649450093;0.126472811;30.67186305;2.19E-07;1.30E-06;270.03377;238.5359885;250.9239498;176.6269116;157.309739;138.4408241;240.8782136;265.496389;240.8120627;PDK2;protein_coding
60;ENSG00000005884.18;86.28861981;1.460518678;0.168458405;103.5965793;3.19E-23;7.49E-22;53.54117854;54.5530736;55.4927966;168.6347436;139.6439394;171.2761477;43.67572004;44.05616935;45.72380938;ITGA3;protein_coding
61;ENSG00000005889.15;592.4764724;-0.476685746;0.094887743;83.4539974;7.55E-19;1.32E-17;615.7235532;563.7150939;558.1449397;464.3449576;417.2493612;370.9504132;776.8984141;776.779828;788.4816906;ZFX;protein_coding
62;ENSG00000006007.12;823.4483464;0.02276404;0.087809504;12.15503225;0.002293867;0.00705137;715.8222783;778.7183839;785.7458301;870.3470892;758.7881528;708.1780616;927.7781742;913.5858276;952.0713197;GDE1;protein_coding
63;ENSG00000006015.17;258.6490534;-0.068188029;0.123394145;22.42889214;1.35E-05;6.22E-05;287.49285;286.6710534;332.9567796;244.5603391;304.5247354;288.4183835;172.0558668;219.1214739;192.0399994;REX1BD;protein_coding
64;ENSG00000006016.11;46.24242141;1.495483919;0.258644319;35.40665255;2.05E-08;1.39E-07;5.81969332;16.04502165;30.5612503;89.51228098;52.9973987;124.2417652;41.02870671;33.62181345;22.35386236;CRLF1;protein_coding
65;ENSG00000006025.12;250.8059097;0.269697105;0.125529314;11.7779279;0.002769845;0.008371079;225.8041008;260.9990188;249.315463;287.718046;258.2571651;339.8899719;209.1140535;192.4558977;233.6994702;OSBPL7;protein_coding
66;ENSG00000006071.14;260.5332962;0.768270995;0.14903659;41.71412509;8.75E-10;7.00E-09;214.1647142;236.3966523;203.4735875;407.6005652;266.6694506;458.80709;201.1730135;171.5871859;184.9274068;ABCC8;protein_coding
67;ENSG00000006118.14;3287.699207;-0.799187924;0.076406617;109.679839;1.53E-24;3.90E-23;4084.260772;3999.489063;4741.015014;2401.646467;2246.921459;2598.427775;3111.564176;3161.609837;3244.358297;TMEM132A;protein_coding
68;ENSG00000006125.18;6149.642373;-0.345592264;0.087882618;39.88323762;2.19E-09;1.67E-08;6339.973903;6142.034287;6184.631968;5811.105313;4573.75963;4323.613428;7528.105927;6905.224859;7538.33204;AP2B1;protein_coding
69;ENSG00000006128.12;51.35555977;0.898211594;0.20205305;44.95406903;1.73E-10;1.49E-09;46.55754656;53.48340549;41.8206583;82.31932983;72.34565536;96.73108861;25.14662669;25.50620331;18.28952375;TAC1;protein_coding
70;ENSG00000006210.7;25.76898299;1.088274829;0.256980749;18.91132464;7.82E-05;0.000319472;23.27877328;12.83601732;11.259408;55.94517561;33.64914203;41.70973546;22.49961335;18.54996604;12.19301583;CX3CL1;protein_coding
71;ENSG00000006282.21;253.1754817;1.118663337;0.115730695;99.49479657;2.48E-22;5.47E-21;157.1317196;183.9829149;155.2189818;361.2459911;377.7116193;394.9113251;205.1435335;223.7589654;219.474285;SPATA20;protein_coding
72;ENSG00000006283.18;28.64466096;2.399477083;0.253183034;97.22041045;7.74E-22;1.66E-20;6.983631984;9.627012988;3.216973716;68.73264432;58.04477;81.64458855;7.941040007;10.4343559;11.17693118;CACNA1G;protein_coding
73;ENSG00000006327.13;57.64645326;2.002173315;0.233432187;97.81585313;5.75E-22;1.24E-20;25.60665061;41.71705628;16.88911201;124.6778199;95.90005478;168.6138242;22.49961335;12.75310165;10.16084653;TNFRSF12A;protein_coding
74;ENSG00000006453.14;66.86626821;1.638962886;0.191395746;110.9330671;8.15E-25;2.11E-23;38.40997591;51.34406927;35.38671087;135.0676383;117.7719971;151.7524418;19.85260002;27.82494906;24.38603167;BAIAP2L1;protein_coding
75;ENSG00000006459.11;600.1478353;-0.715053606;0.103905167;62.06708404;3.33E-14;4.06E-13;666.9368544;640.7311978;730.2530335;480.3292935;380.2353049;365.6257661;731.8991874;674.7550148;730.5648654;KDM7A;protein_coding
76;ENSG00000006468.14;186.339327;-0.862571636;0.152686058;42.47684586;5.97E-10;4.84E-09;261.8861994;323.0397692;236.4475681;161.4417925;104.3123403;139.3282652;144.2622268;143.7622368;162.5735445;ETV1;protein_coding
77;ENSG00000006530.18;157.6280657;-0.459604974;0.147276582;18.25307841;0.000108741;0.000433198;150.1480876;182.9132468;156.8274686;142.2605894;101.7886546;110.0427063;191.9084668;186.6590333;196.104338;AGK;protein_coding
78;ENSG00000006607.14;618.6949829;-0.297993019;0.103702071;17.02129711;0.000201313;0.000765163;599.4284119;635.3828572;669.1305329;603.4086798;471.0879884;473.8935901;767.6338674;665.4800318;682.8088867;FARP2;protein_coding
79;ENSG00000006704.10;724.9967965;0.218230402;0.084433863;22.86680903;1.08E-05;5.08E-05;723.969849;684.5875903;747.1421455;835.1815502;810.1030943;858.155621;682.9294406;609.8301336;573.0717442;GTF2IRD1;protein_coding
80;ENSG00000006715.16;1403.436086;-0.043432931;0.077590906;13.749871;0.001033364;0.003412156;1339.693402;1328.527792;1339.065309;1424.204328;1172.6726;1308.97574;1567.031895;1519.937843;1630.815868;VPS41;protein_coding
81;ENSG00000006740.17;165.362172;-0.79230695;0.141146413;37.6033253;6.83E-09;4.88E-08;218.8204688;170.0772295;189.8014492;100.7013161;116.9307686;105.6055004;197.2024935;205.2089993;183.9113222;ARHGAP44;protein_coding
82;ENSG00000007047.15;718.894423;0.352986161;0.077645183;53.03755047;3.04E-12;3.11E-11;714.6583397;681.378586;676.3687237;907.1110617;848.7996077;884.7788564;590.2839739;593.5989134;573.0717442;MARK4;protein_coding
83;ENSG00000007080.11;819.4304973;0.146379037;0.085019953;55.22096635;1.02E-12;1.09E-11;834.5440221;897.4515441;910.4035615;860.7564876;1006.950575;1026.769445;608.8130672;622.5832353;606.6025378;CCDC124;protein_coding
84;ENSG00000007168.13;3031.669347;-0.185368734;0.085915182;16.51349729;0.000259501;0.000965573;3049.5193;2995.070707;3005.457694;3113.748631;2461.434739;2398.753509;3585.379563;3255.51904;3420.140942;PAFAH1B1;protein_coding
85;ENSG00000007171.18;97.48549011;-1.665414784;0.201038932;273.1299492;4.90E-60;4.53E-58;235.1156101;312.3430881;171.3038504;48.75222446;37.85528478;48.80926489;9.264546675;5.796864388;8.128677223;NOS2;protein_coding
86;ENSG00000007174.18;55.96079108;-0.936036512;0.201021638;21.61230312;2.03E-05;9.10E-05;68.67238117;71.66776336;86.0540469;33.56710537;37.85528478;31.94788248;62.20481339;56.809271;54.86857126;DNAH9;protein_coding
87;ENSG00000007202.15;2679.532335;-0.636836954;0.088112975;82.81659931;1.04E-18;1.80E-17;2929.633617;2865.640866;2934.684272;2191.45245;1770.786099;1623.129918;3322.001736;3123.350532;3355.111524;KIAA0100;protein_coding
88;ENSG00000007237.18;637.1263014;0.899946317;0.117016342;61.4032685;4.64E-14;5.56E-13;500.4936255;412.8918904;449.5720768;993.4264755;946.3821196;709.9529439;643.2242406;551.8614898;526.3318502;GAS7;protein_coding
89;ENSG00000007312.12;6.97558754;1.382186662;0.30470006;21.81611233;1.83E-05;8.26E-05;4.655754656;2.13933622;1.608486858;15.18511909;14.30088536;19.52370596;0;2.318745755;3.048253959;CD79B;protein_coding
90;ENSG00000007350.17;102.3691611;0.533694942;0.165198298;16.45987003;0.000266554;0.000990028;67.50844251;74.87676769;73.18615203;110.2919176;125.3430541;114.4799122;113.8215734;98.5466946;143.2679361;TKTL1;protein_coding
91;ENSG00000007372.23;176.4165849;0.649511744;0.242602277;82.03742169;1.53E-18;2.63E-17;193.2138182;336.9454546;180.9547715;326.8796689;217.8781946;258.2453834;18.52909335;34.78118633;20.32169306;PAX6;protein_coding
92;ENSG00000007384.15;692.3099582;0.8160136;0.091760955;100.692697;1.36E-22;3.04E-21;514.4608895;540.1823955;574.2298083;903.9141945;988.4435471;1024.107122;510.8735738;550.7021169;623.8759769;RHBDF1;protein_coding
93;ENSG00000007392.16;2283.427727;0.210131698;0.090849383;17.03318314;0.00020012;0.000761331;2162.598038;2213.143319;2396.645418;2166.67673;2743.246304;2912.581952;2043.494295;1919.921485;1992.542004;LUC7L;protein_coding
94;ENSG00000007402.11;229.33242;0.532720525;0.11968545;73.31268574;1.20E-16;1.80E-15;233.9516715;213.933622;230.0136207;319.6867178;290.22385;351.4267072;153.5267735;131.0091352;140.2196821;CACNA2D2;protein_coding
95;ENSG00000007516.13;80.56634388;1.113568001;0.178751674;48.84779081;2.47E-11;2.30E-10;50.04936255;55.62274171;63.53523089;142.2605894;110.2009401;143.7654711;60.88130672;42.89679647;55.88465591;BAIAP3;protein_coding
96;ENSG00000007541.16;550.3937975;0.100599012;0.091293552;17.37768864;0.000168455;0.000651068;544.7232947;589.3871285;588.70619;568.2431409;605.6845565;662.0311202;452.6392804;495.0522188;447.0772473;PIGQ;protein_coding
97;ENSG00000007545.15;483.1063693;0.492260022;0.093671507;44.40431802;2.28E-10;1.93E-09;432.985183;391.4985282;474.5036231;601.0110294;607.3670136;632.7455613;410.2870671;402.3023885;395.25693;CRAMP1;protein_coding
98;ENSG00000007866.21;439.2461799;-0.461097874;0.102657966;60.36181895;7.81E-14;9.22E-13;549.3790494;559.4364214;645.00323;376.4311102;398.742333;452.5950017;338.817707;310.7119312;322.098835;TEAD3;protein_coding
99;ENSG00000007923.16;943.8306483;-0.463633541;0.090901995;34.28679328;3.59E-08;2.36E-07;1014.954515;1035.43873;1046.320701;827.1893823;759.6293813;643.3948554;1119.686641;981.9888274;1065.872801;DNAJC11;protein_coding
100;ENSG00000007944.15;274.5472165;0.512501412;0.110824135;92.01458275;1.05E-20;2.06E-19;259.5583221;271.6956999;291.9403647;373.234243;370.9817909;409.1103839;154.8502801;157.6747114;181.8791529;MYLIP;protein_coding
101;ENSG00000008056.14;90.84960157;-0.56903129;0.190174605;11.87095058;0.002643966;0.008026845;118.7217437;106.966811;134.3086526;63.13812676;53.83862725;100.2808533;89.99845342;82.31547431;68.07767174;SYN1;protein_coding
102;ENSG00000008083.14;1405.282536;-0.917677499;0.085475257;115.3839256;8.80E-26;2.40E-24;1761.039199;1684.727273;1939.030907;989.4303915;870.67155;937.137886;1588.208001;1329.800691;1547.496926;JARID2;protein_coding
103;ENSG00000008086.12;446.2732235;-0.71012277;0.106473329;46.32113619;8.74E-11;7.74E-10;520.2805828;556.2274171;533.2133934;346.060872;296.9536784;319.4788248;518.8146138;409.2586258;516.1710037;CDKL5;protein_coding
104;ENSG00000008128.23;43.99813984;0.921951419;0.211210979;50.55475204;1.05E-11;1.02E-10;41.9017919;45.99572872;39.40792802;74.32716189;67.29828406;79.86970619;13.23506668;11.59372878;22.35386236;CDK11A;protein_coding
105;ENSG00000008196.13;9337.745067;-0.20687817;0.059578113;12.33455277;0.002096939;0.006495112;9952.839515;10291.27688;9995.137335;8112.849681;9272.021086;8737.745857;9468.366702;9061.658412;9147.81013;TFAP2B;protein_coding
106;ENSG00000008197.4;31.35450114;-1.223964718;0.248560111;24.65383269;4.43E-06;2.21E-05;36.08209858;37.43838384;49.05884916;15.18511909;15.98334246;9.761852979;34.41117337;40.57805072;43.69164007;TFAP2D;protein_coding
107;ENSG00000008277.14;475.7009199;-0.969993142;0.10127057;152.5129563;7.62E-34;3.13E-32;544.7232947;494.1866667;525.1709591;298.1078643;254.0510223;237.8342362;651.1652806;623.7426082;652.3263471;ADAM22;protein_coding
108;ENSG00000008282.8;581.7470834;0.604661074;0.088134786;47.28820305;5.39E-11;4.86E-10;486.5263615;463.1662916;438.3126688;764.0512555;702.4258399;677.1176203;555.8728005;584.3239303;563.9269823;SYPL1;protein_coding
109;ENSG00000008283.16;419.1432562;0.274368926;0.120849536;20.02958334;4.47E-05;0.000189814;399.2309617;427.8672439;433.4872082;565.0462737;407.1546185;538.6767962;377.1994004;335.0587616;288.5680414;CYB561;protein_coding
110;ENSG00000008294.21;3022.444921;-0.265715112;0.092291887;18.04990484;0.000120369;0.000476146;3100.732601;3018.603406;3151.025755;3068.193274;2262.063573;2379.229803;3466.263963;3189.434786;3566.457132;SPAG9;protein_coding
111;ENSG00000008300.17;2469.886858;-1.034662407;0.089898475;138.7407704;7.46E-31;2.67E-29;3023.912649;2885.96456;3454.225527;1555.275882;1273.620026;1652.415477;2841.568816;2715.251279;2826.747504;CELSR3;protein_coding
112;ENSG00000008311.15;3088.891844;-0.330185381;0.075462127;25.21845429;3.34E-06;1.70E-05;3220.618283;3335.225166;3360.129046;2399.248817;2892.984986;2571.804539;3414.647203;3097.844329;3507.524222;AASS;protein_coding
113;ENSG00000008394.13;1344.544024;0.331428582;0.090409761;13.75524151;0.001030593;0.00340346;1237.2668;1263.278038;1102.617741;1316.31006;1710.217644;1544.147653;1281.154455;1340.235047;1305.668779;MGST1;protein_coding
114;ENSG00000008513.16;297.3406216;1.071128517;0.118428998;84.68598571;4.08E-19;7.27E-18;211.8368368;203.2369409;172.9123372;459.5496568;381.917762;457.9196488;250.1427602;255.0620331;283.4876182;ST3GAL1;protein_coding
115;ENSG00000008710.19;2032.178373;-0.863142914;0.094063033;96.27808197;1.24E-21;2.62E-20;2610.714423;2719.096335;3151.829998;1397.830174;1350.171824;1757.133536;1788.057508;1719.349978;1795.421582;PKD1;protein_coding
116;ENSG00000008735.14;991.3345465;-1.215038142;0.083433544;219.2234594;2.49E-48;1.68E-46;1251.234064;1257.929697;1415.468435;589.8219943;516.5143301;550.2135315;1166.009374;1104.882352;1069.937139;MAPK8IP2;protein_coding
117;ENSG00000008952.17;1568.868329;0.324033822;0.068705923;28.31177049;7.12E-07;3.96E-06;1527.087527;1448.330621;1351.933204;1807.828389;1762.373814;1856.526948;1409.534601;1458.49108;1497.708778;SEC62;protein_coding
118;ENSG00000009307.16;13910.51747;-0.336803335;0.07374933;44.28163658;2.42E-10;2.05E-09;14665.62717;14347.45836;13992.22718;12769.08673;11190.86341;10078.66948;16219.57422;15708.34312;16222.80757;CSDE1;protein_coding
